id,priority,category,effort,status,title,source
792,P1,build_ci,M,todo,Pre-compiled headers / C++20 modules for the hot header chain,catalogue
793,P1,build_ci,M,todo,"Split remaining large TUs (`database.cpp`, evaluators, etc.)",catalogue
794,P0,build_ci,M,todo,Continuous micro-benchmarks + regression gates in CI,catalogue
795,P1,build_ci,M,todo,Mandatory ASan / TSan / UBSan + clang-tidy performance checks,catalogue
796,P1,build_ci,M,todo,Explicit instantiations for the most expensive templates,catalogue
797,P1,build_ci,M,todo,Reduce Boost surface; prefer std / absl,catalogue
798,P1,build_ci,M,todo,Published sync-time / RAM / TPS benchmarks with every release,catalogue
799,P1,build_ci,M,todo,Continuous protocol / apply / P2P fuzzing,catalogue
800,P1,build_ci,M,todo,Built-in continuous profiler / flame-graph endpoint,catalogue
801,P1,build_ci,M,todo,Hardware-aware config auto-tuner,catalogue
802,P1,build_ci,M,todo,Hot-reload of non-consensus settings,catalogue
803,P1,build_ci,M,todo,Better contributor docs and “perf good-first-issue” tags,catalogue
804,P1,build_ci,M,todo,Example optimization patches,catalogue
805,P0,build_ci,M,todo,Modular CMake so light builds compile only needed plugins,catalogue
806,P1,build_ci,M,todo,Cross-compile ease for aarch64 / Android / iOS,catalogue
807,P1,build_ci,M,todo,sccache / ccache defaults,catalogue
808,P1,build_ci,M,todo,Parallel index instantiation control,catalogue
809,P1,build_ci,M,todo,Header-include hygiene enforcement (IWYU already started),catalogue
810,P1,build_ci,M,todo,Specialised assertion macros expanded (already begun),catalogue
811,P1,build_ci,M,todo,Build-analysis documents kept up to date,catalogue
812,P1,build_ci,M,todo,CI that fails on > X % regression in key benchmarks,catalogue
813,P1,build_ci,M,todo,Synthetic social-workload generator,catalogue
814,P1,build_ci,M,todo,Chaos + performance-under-failure tests,catalogue
815,P1,build_ci,M,todo,Load-testing scripts for every node type,catalogue
816,P1,build_ci,M,todo,Opt-in profiling-data upload for core-team analysis,catalogue
817,P1,build_ci,M,todo,“Why is my node slow” diagnostic tool,catalogue
818,P1,build_ci,M,todo,Config-recommendation engine from live metrics,catalogue
819,P1,build_ci,M,todo,Historical performance trend storage,catalogue
820,P2,build_ci,M,todo,Integration with external APM,catalogue
821,P2,build_ci,M,todo,Custom metric plugins,catalogue
822,P2,build_ci,M,todo,Real-time TUI monitor (htop-style for hived),catalogue
823,P2,build_ci,M,todo,Mobile monitoring companion,catalogue
824,P2,build_ci,M,todo,Alerting on deviation from performance budgets,catalogue
825,P2,build_ci,M,todo,Configurable trace sampling,catalogue
826,P2,build_ci,M,todo,Correlation IDs across P2P → apply → API,catalogue
827,P2,build_ci,M,todo,Deadlock / long-lock detection,catalogue
828,P2,build_ci,M,todo,Allocation tracing in debug builds,catalogue
829,P2,build_ci,M,todo,Leak-detection reports,catalogue
830,P2,build_ci,M,todo,Build-time instrumentation of hot functions,catalogue
831,P2,build_ci,M,todo,Runtime feature flags for extra metrics,catalogue
832,P2,build_ci,M,todo,Full metric documentation,catalogue
833,P2,build_ci,M,todo,Shared Grafana dashboards,catalogue
834,P2,build_ci,M,todo,Per-release benchmark publication,catalogue
835,P2,build_ci,M,todo,Micro-benchmark suite for every evaluator and index,catalogue
836,P2,build_ci,M,todo,Linux `perf` / VTune integration helpers,catalogue
837,P2,build_ci,M,todo,Customizable metric retention,catalogue
838,P2,build_ci,M,todo,Comparison mode (two configs side-by-side),catalogue
839,P2,build_ci,M,todo,State-size growth time-series,catalogue
840,P2,build_ci,M,todo,Disk / RAM exhaustion prediction,catalogue
841,P2,build_ci,M,todo,Opt-in public witness performance leaderboard,catalogue
842,P2,build_ci,M,todo,Tools to replay specific blocks under profiler,catalogue
843,P2,build_ci,M,todo,Formal performance budgets per hardfork,catalogue
844,P2,build_ci,M,todo,Community performance-bounty / leaderboard program,catalogue
845,P2,build_ci,S,todo,CI: clang-tidy modernize checks,expanded
846,P2,build_ci,S,todo,CI: clang-tidy performance checks gate,expanded
847,P2,build_ci,S,todo,CI: include-what-you-use diff,expanded
848,P2,build_ci,S,todo,CI: codespell on docs,expanded
849,P2,build_ci,S,todo,CI: license header check,expanded
850,P2,build_ci,S,todo,CI: SBOM generation,expanded
851,P2,build_ci,S,todo,CI: dependency vulnerability scan,expanded
852,P2,build_ci,S,todo,CI: reproducible build attestation,expanded
853,P2,build_ci,S,todo,Doc template: evaluator performance note,expanded
854,P2,build_ci,S,todo,Doc template: plugin README skeleton,expanded
855,P2,build_ci,S,todo,Doc template: ADR for consensus changes,expanded
856,P2,build_ci,S,todo,Onboarding: docker-compose one-shot testnet,expanded
857,P2,build_ci,S,todo,Onboarding: 15-minute contributor guide,expanded
858,P2,build_ci,S,todo,Onboarding: architecture diagram generator,expanded
859,P2,build_ci,S,todo,Good-first-issue auto-labeler,expanded
860,P2,build_ci,S,todo,Benchmark publish to gh-pages,expanded
861,P2,build_ci,S,todo,Benchmark compare bot on PRs,expanded
862,P2,build_ci,S,todo,Fuzz: libFuzzer corpus seed pack,expanded
863,P2,build_ci,S,todo,Fuzz: AFL++ weekly,expanded
864,P2,build_ci,S,todo,Static analysis: CodeQL queries for chain,expanded
865,P2,build_ci,S,todo,Static analysis: Semgrep rules for undo,expanded
866,P2,build_ci,S,todo,Coverage: critical path 80% gate,expanded
867,P2,build_ci,S,todo,Coverage: protocol ser/de 95% gate,expanded
868,P2,build_ci,S,todo,Release: changelog automation,expanded
869,P2,build_ci,S,todo,Release: multi-arch docker matrix,expanded
870,P2,build_ci,S,todo,Release: signed binaries,expanded
871,P2,build_ci,S,todo,sccache remote cache option,expanded
872,P2,build_ci,S,todo,distcc optional farm,expanded
873,P2,build_ci,S,todo,CMake: preset mobile-light,expanded
874,P2,build_ci,S,todo,CMake: preset witness-maxperf,expanded
875,P2,build_ci,S,todo,CMake: preset haf-api,expanded
876,P2,build_ci,S,todo,Module map experiment for types.hpp,expanded
877,P2,build_ci,S,todo,Unity build option for slow TUs,expanded
878,P2,build_ci,S,todo,Split database.cpp by domain,expanded
879,P2,build_ci,S,todo,Split evaluators into per-op TUs with unity opt,expanded
880,P2,build_ci,S,todo,Header unit BMI cache,expanded
881,P2,build_ci,S,todo,Precommit: format + lint,expanded
882,P2,build_ci,S,todo,Precommit: quick unit subset,expanded
883,P2,build_ci,S,todo,Devcontainer with deps,expanded
884,P2,build_ci,S,todo,Gitpod/Codespaces config,expanded
885,P2,build_ci,S,todo,Example patch: generic_index explicit instantiation,expanded
886,P2,build_ci,S,todo,Example patch: types.hpp split,expanded
887,P2,build_ci,S,todo,Example patch: worker pool apply queue,expanded
888,P2,build_ci,S,todo,Perf working group RFC template,expanded
889,P2,build_ci,S,todo,Bounty brief template,expanded
890,P2,build_ci,S,todo,Monthly perf report template,expanded
891,P0,rc_deploy,M,portable-prototype,Dynamically calibrate RC costs to measured wall-time / CPU / I/O,catalogue
892,P1,rc_deploy,M,todo,Faster fork-DB and irreversible handling,catalogue
893,P1,rc_deploy,M,todo,"RC mana telemetry (usage, regeneration, failures)",catalogue
894,P0,rc_deploy,M,todo,Formal cost model that accounts for actual measured resource use,catalogue
895,P1,rc_deploy,M,todo,Security improvements that enable fewer runtime checks (formal verification of critical paths),catalogue
896,P0,rc_deploy,M,todo,Faster signature verification batching / SIMD,catalogue
897,P1,rc_deploy,M,todo,Reduced authority recursion depth checks where proven safe,catalogue
898,P1,rc_deploy,M,todo,Checkpoint-based trust modes for faster mobile sync,catalogue
899,P1,rc_deploy,M,todo,Hardware security module / TEE integration paths,catalogue
900,P1,rc_deploy,M,todo,Deployment recipes for Kubernetes / Nomad with resource requests,catalogue
901,P1,rc_deploy,M,todo,Auto-tuning shared-file-size and RocksDB cache from detected hardware,catalogue
902,P1,rc_deploy,M,todo,One-command Docker / binary installers for common platforms,catalogue
903,P1,rc_deploy,M,todo,systemd / service-unit best-practice templates,catalogue
904,P1,rc_deploy,M,todo,cgroup and resource-isolation examples,catalogue
905,P1,rc_deploy,M,todo,Multi-node testnet orchestration tools,catalogue
906,P1,rc_deploy,M,todo,"Comparative study and selective adoption of ideas from Solana (parallel execution), Aptos/Sui (object model), other Graphene forks, and modern L2s",catalogue
907,P1,rc_deploy,M,todo,AI / ML assisted hot-path detection and automatic patch suggestion,catalogue
908,P1,rc_deploy,M,todo,Continuous learning of optimal config parameters from fleet telemetry (opt-in),catalogue
909,P1,rc_deploy,M,todo,Formal methods / model checking of consensus and RC invariants,catalogue
910,P1,rc_deploy,M,todo,Reduced legacy Graphene code paths,catalogue
911,P0,rc_deploy,M,in-progress,WASM sandbox for future smart-contract / plugin evaluation (roadmap-aligned),catalogue
912,P1,rc_deploy,M,todo,eBPF hooks for advanced monitoring without code changes,catalogue
913,P1,rc_deploy,M,todo,Snapshot + state-diff tools for rapid testnet / mirrornet,catalogue
914,P1,rc_deploy,M,todo,Structured async logging with compile-time levels,catalogue
915,P1,rc_deploy,M,todo,"Community process changes that accelerate optimization velocity (bounties, RFCs, dedicated perf working group)",catalogue
916,P2,rc_deploy,S,todo,RC: continuous calibration job from apply traces,expanded
917,P2,rc_deploy,S,todo,RC: per-op p50/p99 cost tables published,expanded
918,P2,rc_deploy,S,todo,RC: separate CPU vs storage resource dimensions,expanded
919,P2,rc_deploy,S,todo,RC: market-history write cost refinement,expanded
920,P2,rc_deploy,S,todo,RC: custom_json size-squared component,expanded
921,P2,rc_deploy,S,todo,RC: NFT mint state-creation premium,expanded
922,P2,rc_deploy,S,todo,RC: HTLC create state premium,expanded
923,P2,rc_deploy,S,todo,RC: contract fuel hard mapping HF param,expanded
924,P2,rc_deploy,S,todo,RC: refund unused fuel on success path,expanded
925,P2,rc_deploy,S,todo,RC: mana regen UI telemetry,expanded
926,P2,rc_deploy,S,todo,Security-perf: batch signature verify,expanded
927,P2,rc_deploy,S,todo,Security-perf: preparse without full validate,expanded
928,P2,rc_deploy,S,todo,Security-perf: reduce redundant hash,expanded
929,P2,rc_deploy,S,todo,Security-perf: constant-time compare audit,expanded
930,P2,rc_deploy,S,todo,Formal: TLA+ sketch of HTLC,expanded
931,P2,rc_deploy,S,todo,Formal: model RC non-negativity,expanded
932,P2,rc_deploy,S,todo,Formal: undo session algebra,expanded
933,P2,rc_deploy,S,todo,Deploy: k8s StatefulSet for hived,expanded
934,P2,rc_deploy,S,todo,Deploy: k8s HAF postgres operator,expanded
935,P2,rc_deploy,S,todo,Deploy: Nomad jobspecs,expanded
936,P2,rc_deploy,S,todo,Deploy: Ansible role,expanded
937,P2,rc_deploy,S,todo,Deploy: Terraform modules for witnesses,expanded
938,P2,rc_deploy,S,todo,Deploy: one-click cloud image,expanded
939,P2,rc_deploy,S,todo,Deploy: auto-tune from cgroup limits,expanded
940,P2,rc_deploy,S,todo,Deploy: systemd hardening sandbox,expanded
941,P2,rc_deploy,S,todo,Deploy: graceful reload docs,expanded
942,P2,rc_deploy,S,todo,Comparative: Solana parallel scheduler lessons,expanded
943,P2,rc_deploy,S,todo,Comparative: Aptos Block-STM research note,expanded
944,P2,rc_deploy,S,todo,Comparative: Sui object ownership model note,expanded
945,P2,rc_deploy,S,todo,Comparative: Graphene fork optimizations survey,expanded
946,P2,rc_deploy,S,todo,Comparative: L2 fraud proof patterns for light clients,expanded
947,P2,rc_deploy,S,todo,AI: offline hot-path classifier on traces,expanded
948,P2,rc_deploy,S,todo,AI: suggest config from metrics (opt-in),expanded
949,P2,rc_deploy,S,todo,AI: PR review checklist generator for perf,expanded
950,P2,rc_deploy,S,todo,eBPF: block apply latency probe,expanded
951,P2,rc_deploy,S,todo,eBPF: syscall count per block,expanded
952,P2,rc_deploy,S,todo,eBPF: network drop watch,expanded
953,P2,rc_deploy,S,todo,Logging: async spdlog-style sinks,expanded
954,P2,rc_deploy,S,todo,Logging: compile-time level stripping,expanded
955,P2,rc_deploy,S,todo,Logging: structured JSON fields,expanded
956,P2,rc_deploy,S,todo,Process: perf bounty board,expanded
957,P2,rc_deploy,S,todo,Process: monthly optimization sprint,expanded
958,P2,rc_deploy,S,todo,Process: RFC for any >5% apply change,expanded
959,P2,rc_deploy,S,todo,Process: public benchmark day,expanded
960,P2,rc_deploy,S,todo,Runbook: disk full recovery,expanded
961,P2,rc_deploy,S,todo,Runbook: SHM resize live,expanded
962,P2,rc_deploy,S,todo,Runbook: corrupt block_log repair,expanded
963,P2,rc_deploy,S,todo,Runbook: fork storm response,expanded
964,P2,rc_deploy,S,todo,Runbook: mobile node first sync,expanded
965,P2,rc_deploy,S,todo,Mirrornet: state-diff bisect tool,expanded
966,P2,rc_deploy,S,todo,Testnet: rapid reset from snapshot,expanded
967,P2,rc_deploy,S,todo,HSM: PKCS11 signing path research,expanded
968,P2,rc_deploy,S,todo,TEE: SGX/SEV witness research,expanded
969,P2,rc_deploy,S,todo,Checkpoint: social consensus trusted state,expanded
970,P2,rc_deploy,S,todo,Checkpoint: multi-sig committee format,expanded
971,P2,rc_deploy,S,todo,WASM: metering host weight table (aligned hive-native),expanded
972,P2,rc_deploy,S,todo,WASM: deterministic mode flags,expanded
973,P2,rc_deploy,S,todo,WASM: plugin isolation cgroup,expanded
974,P2,rc_deploy,S,todo,Authority: proven max recursion depth reduction,expanded
975,P2,rc_deploy,S,todo,Authority: flatten multi-sig graphs cache,expanded
976,P2,rc_deploy,S,todo,ForkDB: branch-bound memory cap,expanded
977,P2,rc_deploy,S,todo,ForkDB: faster switch with shared prefix,expanded
978,P2,rc_deploy,S,todo,Irreversible: earlier LIB under fast confirm research,expanded
979,P2,rc_deploy,S,todo,Block producer: packing score optimizations,expanded
980,P2,rc_deploy,S,todo,Block producer: parallel tx selection,expanded
981,P2,rc_deploy,S,todo,Economics: RC price stability analysis,expanded
982,P2,rc_deploy,S,todo,Economics: resource market simulation,expanded
983,P2,rc_deploy,S,todo,Docs: operator cookbook index,expanded
984,P2,rc_deploy,S,todo,Docs: perf anti-patterns,expanded
985,P2,rc_deploy,S,todo,Docs: how to measure before/after,expanded
986,P2,rc_deploy,S,todo,Onboarding: perf mentor program,expanded
987,P2,rc_deploy,S,todo,Interop: export Prometheus naming standard,expanded
988,P2,rc_deploy,S,todo,Interop: OpenTelemetry semantic conventions,expanded
989,P2,rc_deploy,S,todo,Fleet: opt-in anonymized telemetry schema,expanded
990,P2,rc_deploy,S,todo,Fleet: config learning with differential privacy,expanded
991,P2,rc_deploy,S,todo,Legacy: remove unused Graphene paths list,expanded
992,P2,rc_deploy,S,todo,Legacy: gate old APIs behind compile flag,expanded
993,P2,rc_deploy,S,todo,Tooling: block profiler CLI,expanded
994,P2,rc_deploy,S,todo,Tooling: index size reporter,expanded
995,P2,rc_deploy,S,todo,Tooling: RC cost what-if calculator,expanded
996,P2,rc_deploy,S,todo,Tooling: snapshot size estimator,expanded
997,P2,rc_deploy,S,todo,Community: translation of runbooks,expanded
998,P2,rc_deploy,S,todo,Community: regional mirror seeds,expanded
999,P2,rc_deploy,S,todo,RC: continuous calibration job from apply traces — detail #999,expanded
1000,P2,rc_deploy,S,todo,RC: per-op p50/p99 cost tables published — detail #1000,expanded
